set,day_of_week,went_to_school,session_time,using_own_gun,MPI_x,MPI_y,target_type,shot,sighted_direction,sighted_times
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,paper,9,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,9.5,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,paper,9,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,9.6,L,1
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,9.5,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,9.5,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,9.3,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,8.6,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,10.4,0,0
1,Friday,TRUE,afternoon,TRUE,0.65,0.12,electronic,10.6,T,2
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,10,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,electronic,10.4,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,9,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,9,L,1
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,9,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,electronic,10.6,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,10,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,10,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,electronic,9.6,0,0
2,Friday,TRUE,evening,TRUE,-1.09,-1.19,paper,10,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,electronic,9.8,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,7,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,7,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,7,R,2
3,Friday,TRUE,evening,TRUE,-0.35,0.78,electronic,9.2,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,electronic,9.9,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,electronic,9.1,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,9,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,7,0,0
3,Friday,TRUE,evening,TRUE,-0.35,0.78,paper,7,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,8,H,2
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,electronic,10.5,H,1
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,electronic,9.3,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,9,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,10,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,9,T,2
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,10,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,10,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,electronic,10.3,0,0
4,Friday,TRUE,afternoon,TRUE,-0.28,0.75,paper,10,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,9.6,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,9.4,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,paper,8,H,2
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,10.5,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,10.3,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,paper,7,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,10.3,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,10,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,paper,10,0,0
5,Friday,TRUE,evening,TRUE,1,-0.15,electronic,9.3,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,9.6,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,9.4,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,9.6,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,10,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,paper,7,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,10.4,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,paper,8,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,10,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,paper,7,0,0
6,Friday,TRUE,afternoon,TRUE,-0.1,1,electronic,9.5,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,10,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,electronic,9.6,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,9,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,7,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,electronic,10,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,10,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,7,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,electronic,10,T,1
7,Friday,TRUE,evening,TRUE,0.9,0.94,paper,7,0,0
7,Friday,TRUE,evening,TRUE,0.9,0.94,electronic,10.4,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,electronic,8.7,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,8,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,7,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,9,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,8,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,electronic,10.2,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,electronic,10.3,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,7,T,1
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,paper,8,0,0
8,Friday,TRUE,afternoon,TRUE,0.55,0.14,electronic,10,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,electronic,10.9,H,2
9,Friday,TRUE,evening,TRUE,1.01,1.03,electronic,9.3,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,electronic,10.2,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,electronic,8.4,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,paper,9,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,paper,8,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,paper,8,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,electronic,9.9,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,paper,7,0,0
9,Friday,TRUE,evening,TRUE,1.01,1.03,paper,10,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,electronic,8.8,R,3
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,electronic,9.8,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,electronic,10.5,T,3
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,paper,10,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,paper,10,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,electronic,10.1,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,paper,9,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,paper,10,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,electronic,9.8,0,0
10,Friday,TRUE,afternoon,TRUE,1.13,0.39,paper,7,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,7,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,electronic,9.3,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,9,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,electronic,9.8,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,electronic,9.6,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,electronic,9.2,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,7,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,10,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,8,0,0
1,Saturday,FALSE,evening,TRUE,1.08,0.14,paper,10,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,7,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,8,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,7,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,electronic,9.4,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,electronic,9.4,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,electronic,10,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,7,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,8,T,2
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,electronic,9.6,0,0
2,Saturday,FALSE,evening,TRUE,-0.81,0.15,paper,10,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,electronic,9.6,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,7,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,7,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,7,L,1
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,8,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,9,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,electronic,9.5,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,paper,7,0,0
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,electronic,10.5,L,2
3,Saturday,FALSE,evening,TRUE,-0.23,-0.82,electronic,10.4,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,9.5,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,paper,9,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,10.6,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,8.5,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,10.2,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,paper,7,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,paper,8,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,9.3,0,0
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,9.2,H,3
4,Saturday,FALSE,evening,TRUE,0.62,-0.02,electronic,10,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,electronic,10.5,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,paper,8,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,paper,7,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,electronic,8.5,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,electronic,10.4,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,electronic,10.2,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,paper,9,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,electronic,10.7,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,paper,10,0,0
5,Saturday,FALSE,evening,TRUE,0.71,-1.16,paper,7,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,electronic,9.6,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,electronic,9.6,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,paper,9,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,paper,7,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,paper,8,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,electronic,10,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,paper,8,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,paper,8,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,electronic,10.7,0,0
6,Saturday,FALSE,afternoon,TRUE,-0.77,1.23,electronic,10.5,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,8,T,3
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,electronic,10.4,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,7,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,10,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,electronic,10.1,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,electronic,10,L,2
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,7,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,8,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,10,0,0
7,Saturday,FALSE,afternoon,TRUE,0.21,-0.01,paper,9,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,9.3,R,1
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,9.6,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,paper,9,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,10.4,R,1
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,10.2,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,paper,8,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,9.3,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,paper,8,0,0
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,9.7,R,2
8,Saturday,FALSE,afternoon,TRUE,-0.04,-0.88,electronic,9.7,T,2
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,electronic,10.1,L,1
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,9,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,8,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,7,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,8,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,electronic,9.8,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,electronic,9.7,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,7,L,2
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,paper,8,0,0
9,Saturday,FALSE,evening,TRUE,-0.87,0.96,electronic,10.6,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,10.4,R,4
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,10.8,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,paper,10,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,10,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,paper,10,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,10.1,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,9.6,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,9.7,T,1
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,paper,8,0,0
10,Saturday,FALSE,evening,TRUE,1.08,-1.17,electronic,9.3,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,10.4,H,1
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,10.5,H,2
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,paper,9,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,paper,10,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,10,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,10,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,paper,7,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,9.7,0,0
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,electronic,8.1,H,1
1,Saturday,FALSE,evening,TRUE,-0.69,-0.35,paper,7,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,10.1,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,9.8,H,1
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,paper,7,T,1
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,10.5,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,10.1,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,paper,7,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,10,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,paper,10,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,electronic,10.5,0,0
2,Saturday,FALSE,afternoon,TRUE,0.31,0.85,paper,7,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.4,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.3,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.5,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.5,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.8,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,paper,7,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,10.4,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,10,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,9.9,0,0
3,Saturday,FALSE,afternoon,TRUE,0.37,0.29,electronic,10.3,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,paper,8,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,paper,7,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,9.4,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,paper,9,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,paper,7,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,10.8,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,10.5,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,9.9,0,0
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,9.5,H,2
4,Saturday,FALSE,evening,TRUE,-0.41,0.12,electronic,9.9,0,0
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,10.3,H,4
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,9.5,R,3
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,9.6,H,2
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,10.5,0,0
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,paper,7,0,0
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,paper,9,0,0
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,9.9,T,3
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,paper,7,0,0
5,Saturday,FALSE,evening,TRUE,-0.84,0.32,electronic,10.2,0,0
